ID,TITLE,text
21088,CDS Rate Construction Methods by Machine Learning Techniques,"  Regulators require financial institutions to estimate counterparty default
risks from liquid CDS quotes for the valuation and risk management of OTC
derivatives. However, the vast majority of counterparties do not have liquid
CDS quotes and need proxy CDS rates. Existing methods cannot account for
counterparty-specific default risks; we propose to construct proxy CDS rates by
associating to illiquid counterparty liquid CDS Proxy based on Machine Learning
Techniques. After testing 156 classifiers from 8 most popular classifier
families, we found that some classifiers achieve highly satisfactory accuracy
rates. Furthermore, we have rank-ordered the performances and investigated
performance variations amongst and within the 8 classifier families. This paper
is, to the best of our knowledge, the first systematic study of CDS Proxy
construction by Machine Learning techniques, and the first systematic
classifier comparison study based entirely on financial market data. Its
findings both confirm and contrast existing classifier performance literature.
Given the typically highly correlated nature of financial data, we investigated
the impact of correlation on classifier performance. The techniques used in
this paper should be of interest for financial institutions seeking a CDS Proxy
method, and can serve for proxy construction for other financial variables.
Some directions for future research are indicated.
"
21089,Eigentriads and Eigenprogressions on the Tonnetz,"  We introduce a new multidimensional representation, named eigenprogression
transform, that characterizes some essential patterns of Western tonal harmony
while being equivariant to time shifts and pitch transpositions. This
representation is deep, multiscale, and convolutional in the piano-roll domain,
yet incurs no prior training, and is thus suited to both supervised and
unsupervised MIR tasks. The eigenprogression transform combines ideas from the
spiral scattering transform, spectral graph theory, and wavelet shrinkage
denoising. We report state-of-the-art results on a task of supervised composer
recognition (Haydn vs. Mozart) from polyphonic music pieces in MIDI format.
"
21090,A generalization of the Log Lindley distribution -- its properties and applications,"  An extension of the two-parameter Log-Lindley distribution of Gomez et al.
(2014) with support in (0, 1) is proposed. Its important properties like
cumulative distribution function, moments, survival function, hazard rate
function, Shannon entropy, stochastic n ordering and convexity (concavity)
conditions are derived. An application in distorted premium principal is
outlined and parameter estimation by method of maximum likelihood is also
presented. We also consider use of a re-parameterized form of the proposed
distribution in regression modeling for bounded responses by considering a
modeling of real life data in comparison with beta regression and log-Lindley
regression models.
"
21091,A Flux Conserving Meshfree Method for Conservation Laws,"  Lack of conservation has been the biggest drawback in meshfree generalized
finite difference methods (GFDMs). In this paper, we present a novel
modification of classical meshfree GFDMs to include local balances which
produce an approximate conservation of numerical fluxes. This numerical flux
conservation is done within the usual moving least squares framework. Unlike
Finite Volume Methods, it is based on locally defined control cells, rather
than a globally defined mesh. We present the application of this method to an
advection diffusion equation and the incompressible Navier - Stokes equations.
Our simulations show that the introduction of flux conservation significantly
reduces the errors in conservation in meshfree GFDMs.
"
21092,Anomaly detection in the dynamics of web and social networks,"  In this work, we propose a new, fast and scalable method for anomaly
detection in large time-evolving graphs. It may be a static graph with dynamic
node attributes (e.g. time-series), or a graph evolving in time, such as a
temporal network. We define an anomaly as a localized increase in temporal
activity in a cluster of nodes. The algorithm is unsupervised. It is able to
detect and track anomalous activity in a dynamic network despite the noise from
multiple interfering sources. We use the Hopfield network model of memory to
combine the graph and time information. We show that anomalies can be spotted
with a good precision using a memory network. The presented approach is
scalable and we provide a distributed implementation of the algorithm. To
demonstrate its efficiency, we apply it to two datasets: Enron Email dataset
and Wikipedia page views. We show that the anomalous spikes are triggered by
the real-world events that impact the network dynamics. Besides, the structure
of the clusters and the analysis of the time evolution associated with the
detected events reveals interesting facts on how humans interact, exchange and
search for information, opening the door to new quantitative studies on
collective and social behavior on large and dynamic datasets.
"
21093,Local coefficients and the Herbert Formula,"  We discuss a generalisation of the Herbert formula for double points, when
the normal bundle of an immersion admits an additional structure, and an
application.
"
21094,Emission line ratios of Fe III as astrophysical plasma diagnostics,"  Recent state-of-the-art calculations of A-values and electron impact
excitation rates for Fe III are used in conjunction with the Cloudy modeling
code to derive emission line intensity ratios for optical transitions among the
fine-structure levels of the 3d$^6$ configuration. A comparison of these with
high resolution, high signal-to-noise spectra of gaseous nebulae reveals that
previous discrepancies found between theory and observation are not fully
resolved by the latest atomic data. Blending is ruled out as a likely cause of
the discrepancies, because temperature- and density-independent ratios (arising
from lines with common upper levels) match well with those predicted by theory.
For a typical nebular plasma with electron temperature $T_{\rm e} = 9000$ K and
electron density $\rm N_{e}=10^4 \, cm^{-3}$, cascading of electrons from the
levels $\rm ^3G_5$, $\rm ^3G_4$ and $\rm ^3G_3$ plays an important role in
determining the populations of lower levels, such as $\rm ^3F_4$, which provide
the density diagnostic emission lines of Fe III, such as $\rm ^5D_4$ - $\rm
^3F_4$ at 4658 \AA. Hence further work on the A-values for these transitions is
recommended, ideally including measurements if possible. However, some Fe III
ratios do provide reliable $N_{\rm e}$-diagnostics, such as 4986/4658. The Fe
III cooling function calculated with Cloudy using the most recent atomic data
is found to be significantly greater at $T_e$ $\simeq$ 30000 K than predicted
with the existing Cloudy model. This is due to the presence of additional
emission lines with the new data, particularly in the 1000--4000 \AA\
wavelength region.
"
21095,"Warped cones, (non-)rigidity, and piecewise properties, with a joint appendix with Dawid Kielak","  We prove that if a quasi-isometry of warped cones is induced by a map between
the base spaces of the cones, the actions must be conjugate by this map. The
converse is false in general, conjugacy of actions is not sufficient for
quasi-isometry of the respective warped cones. For a general quasi-isometry of
warped cones, using the asymptotically faithful covering constructed in a
previous work with Jianchao Wu, we deduce that the two groups are
quasi-isometric after taking Cartesian products with suitable powers of the
integers.
Secondly, we characterise geometric properties of a group (coarse
embeddability into Banach spaces, asymptotic dimension, property A) by
properties of the warped cone over an action of this group. These results apply
to arbitrary asymptotically faithful coverings, in particular to box spaces. As
an application, we calculate the asymptotic dimension of a warped cone, improve
bounds by Szabó, Wu, and Zacharias and by Bartels on the amenability
dimension of actions of virtually nilpotent groups, and give a partial answer
to a question of Willett about dynamic asymptotic dimension.
In the appendix, we justify optimality of the aforementioned result on
general quasi-isometries by showing that quasi-isometric warped cones need not
come from quasi-isometric groups, contrary to the case of box spaces.
"
21096,Enhancing MapReduce Fault Recovery Through Binocular Speculation,"  MapReduce speculation plays an important role in finding potential task
stragglers and failures. But a tacit dichotomy exists in MapReduce due to its
inherent two-phase (map and reduce) management scheme in which map tasks and
reduce tasks have distinctly different execution behaviors, yet reduce tasks
are dependent on the results of map tasks. We reveal that speculation policies
for fault handling in MapReduce do not recognize this dichotomy between map and
reduce tasks, which leads to an issue of speculation myopia for MapReduce fault
recovery. These issues cause significant performance degradation upon network
and node failures. To address the speculation myopia caused by MapReduce
dichotomy, we introduce a new scheme called binocular speculation to help
MapReduce increase its assessment scope for speculation. As part of the scheme,
we also design three component techniques including neighborhood glance,
collective speculation and speculative rollback. Our evaluation shows that,
with these techniques, binocular speculation can increase the coordination of
map and reduce phases, and enhance the efficiency of MapReduce fault recovery.
"
21097,Generalized classes of continuous symmetries in two-mode Dicke models,"  As recently realized experimentally [Léonard et al., Nature 543, 87
(2017)], one can engineer models with continuous symmetries by coupling two
cavity modes to trapped atoms, via a Raman pumping geometry. Considering
specifically cases where internal states of the atoms couple to the cavity, we
show an extended range of parameters for which continuous symmetry breaking can
occur, and we classify the distinct steady states and time-dependent states
that arise for different points in this extended parameter regime.
"
21098,The strong Prikry property,"  I isolate a combinatorial property of a poset $\mathbb{P}$ that I call the
strong Prikry property, which implies the existence of an ultrafilter on the
complete Boolean algebra $\mathbb{B}$ of $\mathbb{P}$ such that one inclusion
of the Boolean ultrapower version of the so-called \Bukovsky-Dehornoy
phenomenon holds with respect to $\mathbb{B}$ and $U$. I show that in all cases
that were previously studied, and for which it was shown that they come with a
canonical iterated ultrapower construction whose limit can be described as a
single Boolean ultrapower, the posets in question satisfy this property: Prikry
forcing, Magidor forcing and generalized Prikry forcing.
"
21099,Accelerated Optimization in the PDE Framework: Formulations for the Manifold of Diffeomorphisms,"  We consider the problem of optimization of cost functionals on the
infinite-dimensional manifold of diffeomorphisms. We present a new class of
optimization methods, valid for any optimization problem setup on the space of
diffeomorphisms by generalizing Nesterov accelerated optimization to the
manifold of diffeomorphisms. While our framework is general for infinite
dimensional manifolds, we specifically treat the case of diffeomorphisms,
motivated by optical flow problems in computer vision. This is accomplished by
building on a recent variational approach to a general class of accelerated
optimization methods by Wibisono, Wilson and Jordan, which applies in finite
dimensions. We generalize that approach to infinite dimensional manifolds. We
derive the surprisingly simple continuum evolution equations, which are partial
differential equations, for accelerated gradient descent, and relate it to
simple mechanical principles from fluid mechanics. Our approach has natural
connections to the optimal mass transport problem. This is because one can
think of our approach as an evolution of an infinite number of particles
endowed with mass (represented with a mass density) that moves in an energy
landscape. The mass evolves with the optimization variable, and endows the
particles with dynamics. This is different than the finite dimensional case
where only a single particle moves and hence the dynamics does not depend on
the mass. We derive the theory, compute the PDEs for accelerated optimization,
and illustrate the behavior of these new accelerated optimization schemes.
"
21100,Learning Generalizable Robot Skills from Demonstrations in Cluttered Environments,"  Learning from Demonstration (LfD) is a popular approach to endowing robots
with skills without having to program them by hand. Typically, LfD relies on
human demonstrations in clutter-free environments. This prevents the
demonstrations from being affected by irrelevant objects, whose influence can
obfuscate the true intention of the human or the constraints of the desired
skill. However, it is unrealistic to assume that the robot's environment can
always be restructured to remove clutter when capturing human demonstrations.
To contend with this problem, we develop an importance weighted batch and
incremental skill learning approach, building on a recent inference-based
technique for skill representation and reproduction. Our approach reduces
unwanted environmental influences on the learned skill, while still capturing
the salient human behavior. We provide both batch and incremental versions of
our approach and validate our algorithms on a 7-DOF JACO2 manipulator with
reaching and placing skills.
"
21101,Women are slightly more cooperative than men (in one-shot Prisoner's dilemma games played online),"  Differences between men and women have intrigued generations of social
scientists, who have found that the two sexes behave differently in settings
requiring competition, risk taking, altruism, honesty, as well as many others.
Yet, little is known about whether there are gender differences in cooperative
behavior. Previous evidence is mixed and inconclusive. Here I shed light on
this topic by analyzing the totality of studies that my research group has
conducted since 2013. This is a dataset of 10,951 observations coming from
7,322 men and women living in the US, recruited through Amazon Mechanical Turk,
and who passed four comprehension questions to make sure they understand the
cooperation problem (a one-shot prisoner's dilemma). The analysis demonstrates
that women are more cooperative than men. The effect size is small (about 4
percentage points, and this might explain why previous studies failed to detect
it) but highly significant (p<.0001).
"
21102,Relaxation of Radiation-Driven Two-Level Systems Interacting with a Bose-Einstein Condensate Bath,"  We develop a microscopic theory for the relaxation dynamics of an optically
pumped two-level system (TLS) coupled to a bath of weakly interacting Bose gas.
Using Keldysh formalism and diagrammatic perturbation theory, expressions for
the relaxation times of the TLS Rabi oscillations are derived when the boson
bath is in the normal state and the Bose-Einstein condensate (BEC) state. We
apply our general theory to consider an irradiated quantum dot coupled with a
boson bath consisting of a two-dimensional dipolar exciton gas. When the bath
is in the BEC regime, relaxation of the Rabi oscillations is due to both
condensate and non-condensate fractions of the bath bosons for weak TLS-light
coupling and dominantly due to the non-condensate fraction for strong TLS-light
coupling. Our theory also shows that a phase transition of the bath from the
normal to the BEC state strongly influences the relaxation rate of the TLS Rabi
oscillations. The TLS relaxation rate is approximately independent of the pump
field frequency and monotonically dependent on the field strength when the bath
is in the low-temperature regime of the normal phase. Phase transition of the
dipolar exciton gas leads to a non-monotonic dependence of the TLS relaxation
rate on both the pump field frequency and field strength, providing a
characteristic signature for the detection of BEC phase transition of the
coupled dipolar exciton gas.
"
21103,On the approximation of convex bodies by ellipses with respect to the symmetric difference metric,"  Given a centrally symmetric convex body $K \subset \mathbb{R}^d$ and a
positive number $\lambda$, we consider, among all ellipsoids $E \subset
\mathbb{R}^d$ of volume $\lambda$, those that best approximate $K$ with respect
to the symmetric difference metric, or equivalently that maximize the volume of
$E\cap K$: these are the maximal intersection (MI) ellipsoids introduced by
Artstein-Avidan and Katzin. The question of uniqueness of MI ellipsoids (under
the obviously necessary assumption that $\lambda$ is between the volumes of the
John and the Loewner ellipsoids of $K$) is open in general. We provide a
positive answer to this question in dimension $d=2$. Therefore we obtain a
continuous $1$-parameter family of ellipses interpolating between the John and
the Loewner ellipses of $K$. In order to prove uniqueness, we show that the
area $I_K(E)$ of the intersection $K \cap E$ is a strictly quasiconcave
function of the ellipse $E$, with respect to the natural affine structure on
the set of ellipses of area $\lambda$. The proof relies on smoothening $K$,
putting it in general position, and obtaining uniform estimates for certain
derivatives of the function $I_K(.)$. Finally, we provide a characterization of
maximal intersection positions, that is, the situation where the MI ellipse of
$K$ is the unit disk, under the assumption that the two boundaries are
transverse.
"
21104,POLAMI: Polarimetric Monitoring of Active Galactic Nuclei at Millimetre Wavelengths. II. Widespread circular polarisation,"  We analyse the circular polarisation data accumulated in the first 7 years of
the POLAMI project introduced in an accompanying paper (Agudo et al.). In the
3mm wavelength band, we acquired more than 2600 observations, and all but one
of our 37 sample sources were detected, most of them several times. For most
sources, the observed distribution of the degree of circular polarisation is
broader than that of unpolarised calibrators, indicating that weak (<0.5%)
circular polarisation is present most of the time. Our detection rate and the
maximum degree of polarisation found, 2.0%, are comparable to previous surveys,
all made at much longer wavelengths. We argue that the process generating
circular polarisation must not be strongly wavelength dependent, and we propose
that the widespread presence of circular polarisation in our short wavelength
sample dominated by blazars is mostly due to Faraday conversion of the linearly
polarised synchrotron radiation in the helical magnetic field of the jet.
Circular polarisation is variable, most notably on time scales comparable to or
shorter than our median sampling interval <1 month. Longer time scales of about
one year are occasionally detected, but severely limited by the weakness of the
signal. At variance with some longer wavelength investigations we find that the
sign of circular polarisation changes in most sources, while only 7 sources,
including 3 already known, have a strong preference for one sign. The degrees
of circular and linear polarisation do not show any systematic correlation. We
do find however one particular event where the two polarisation degrees vary in
synchronism during a time span of 0.9 years. The paper also describes a novel
method for calibrating the sign of circular polarisation observations.
"
21105,Single Classifier-based Passive System for Source Printer Classification using Local Texture Features,"  An important aspect of examining printed documents for potential forgeries
and copyright infringement is the identification of source printer as it can be
helpful for ascertaining the leak and detecting forged documents. This paper
proposes a system for classification of source printer from scanned images of
printed documents using all the printed letters simultaneously. This system
uses local texture patterns based features and a single classifier for
classifying all the printed letters. Letters are extracted from scanned images
using connected component analysis followed by morphological filtering without
the need of using an OCR. Each letter is sub-divided into a flat region and an
edge region, and local tetra patterns are estimated separately for these two
regions. A strategically constructed pooling technique is used to extract the
final feature vectors. The proposed method has been tested on both a publicly
available dataset of 10 printers and a new dataset of 18 printers scanned at a
resolution of 600 dpi as well as 300 dpi printed in four different fonts. The
results indicate shape independence property in the proposed method as using a
single classifier it outperforms existing handcrafted feature-based methods and
needs much smaller number of training pages by using all the printed letters.
"
21106,Heat spreader with parallel microchannel configurations employing nanofluids for near active cooling of MEMS,"  While parallel microchannel based cooling systems have been around for quite
a period of time, employing the same and incorporating them for near active
cooling of microelectronic devices is yet to be implemented and the
implications of the same on thermal mitigation to be understood. The present
article focusses on a specific design of the PMCS such that it can be
implemented at ease on the heat spreader of a modern microprocessor to obtain
near active cooling. Extensive experimental and numerical studies have been
carried out to comprehend the same and three different flow configurations of
PMCS have been adopted for the present investigations. Additional to focussing
on the thermofluidics due to flow configuration, nanofluids have also been
employed to achieve the desired essentials of mitigation of overshoot
temperatures and improving uniformity of cooling. Two modelling methods,
Discrete Phase Modelling and Effective Property Modelling have been employed
for numerical study to model nanofluids as working fluid in micro flow paths
and the DPM predictions have been observed to match accurately with
experiments. To quantify the thermal performance of PMCS, an appropriate Figure
of Merit has been proposed. From the FoM It has been perceived that the Z
configuration employing nanofluid is the best suitable solutions for uniform
thermal loads to achieve uniform cooling as well as reducing maximum
temperature produced with in the device. The present results are very promising
and viable approach for futuristic thermal mitigation of microprocessor
systems.
"
21107,A review of asymptotic theory of estimating functions,"  Asymptotic statistical theory for estimating functions is reviewed in a
generality suitable for stochastic processes. Conditions concerning existence
of a consistent estimator, uniqueness, rate of convergence, and the asymptotic
distribution are treated separately. Our conditions are not minimal, but can be
verified for many interesting stochastic process models. Several examples
illustrate the wide applicability of the theory and why the generality is
needed.
"
21108,Multiview Deep Learning for Predicting Twitter Users' Location,"  The problem of predicting the location of users on large social networks like
Twitter has emerged from real-life applications such as social unrest detection
and online marketing. Twitter user geolocation is a difficult and active
research topic with a vast literature. Most of the proposed methods follow
either a content-based or a network-based approach. The former exploits
user-generated content while the latter utilizes the connection or interaction
between Twitter users. In this paper, we introduce a novel method combining the
strength of both approaches. Concretely, we propose a multi-entry neural
network architecture named MENET leveraging the advances in deep learning and
multiview learning. The generalizability of MENET enables the integration of
multiple data representations. In the context of Twitter user geolocation, we
realize MENET with textual, network, and metadata features. Considering the
natural distribution of Twitter users across the concerned geographical area,
we subdivide the surface of the earth into multi-scale cells and train MENET
with the labels of the cells. We show that our method outperforms the state of
the art by a large margin on three benchmark datasets.
"
21109,"Designing the Optimal Bit: Balancing Energetic Cost, Speed and Reliability","  We consider the technologically relevant costs of operating a reliable bit
that can be erased rapidly. We find that both erasing and reliability times are
non-monotonic in the underlying friction, leading to a trade-off between
erasing speed and bit reliability. Fast erasure is possible at the expense of
low reliability at moderate friction, and high reliability comes at the expense
of slow erasure in the underdamped and overdamped limits. Within a given class
of bit parameters and control strategies, we define ""optimal"" designs of bits
that meet the desired reliability and erasing time requirements with the lowest
operational work cost. We find that optimal designs always saturate the bound
on the erasing time requirement, but can exceed the required reliability time
if critically damped. The non-trivial geometry of the reliability and erasing
time-scales allows us to exclude large regions of parameter space as
sub-optimal. We find that optimal designs are either critically damped or close
to critical damping under the erasing procedure.
"
21110,Economic Factors of Vulnerability Trade and Exploitation,"  Cybercrime markets support the development and diffusion of new attack
technologies, vulnerability exploits, and malware. Whereas the revenue streams
of cyber attackers have been studied multiple times in the literature, no
quantitative account currently exists on the economics of attack acquisition
and deployment. Yet, this understanding is critical to characterize the
production of (traded) exploits, the economy that drives it, and its effects on
the overall attack scenario. In this paper we provide an empirical
investigation of the economics of vulnerability exploitation, and the effects
of market factors on likelihood of exploit. Our data is collected
first-handedly from a prominent Russian cybercrime market where the trading of
the most active attack tools reported by the security industry happens. Our
findings reveal that exploits in the underground are priced similarly or above
vulnerabilities in legitimate bug-hunting programs, and that the refresh cycle
of exploits is slower than currently often assumed. On the other hand,
cybercriminals are becoming faster at introducing selected vulnerabilities, and
the market is in clear expansion both in terms of players, traded exploits, and
exploit pricing. We then evaluate the effects of these market variables on
likelihood of attack realization, and find strong evidence of the correlation
between market activity and exploit deployment. We discuss implications on
vulnerability metrics, economics, and exploit measurement.
"
21111,Complete classification of generalized crossing changes between GOF-knots,"  We show that the monodromy for a genus one, fibered knot can have at most two
monodromy equivalence classes of once-unclean arcs. We use this to classify all
monodromies of genus one, fibered knots that possess once-unclean arcs, all
manifolds containing genus one fibered knots with generalized crossing changes
resulting in another genus one fibered knot, and all generalized crossing
changes between two genus one, fibered knots.
"
21112,Strain Mode of General Flow: Characterization and Implications for Flow Pattern Structures,"  Understanding the mixing capability of mixing devices based on their
geometric shape is an important issue both for predicting mixing processes and
for designing new mixers. The flow patterns in mixers are directly connected
with the modes of the local strain rate, which is generally a combination of
elongational flow and planar shear flow. We develop a measure to characterize
the modes of the strain rate for general flow occurring in mixers. The spatial
distribution of the volumetric strain rate (or non-planar strain rate) in
connection with the flow pattern plays an essential role in understanding
distributive mixing. With our measure, flows with different types of screw
elements in a twin-screw extruder are numerically analyzed. The difference in
flow pattern structure between conveying screws and kneading disks is
successfully characterized by the distribution of the volumetric strain rate.
The results suggest that the distribution of the strain rate mode offers an
essential and convenient way for characterization of the relation between flow
pattern structure and the mixer geometry.
"
21113,$\mathbb{Z}^2$-algebras as noncommutative blow-ups,"  The goal of this note is to first prove that for a well behaved
$\mathbb{Z}^2$-algebra $R$, the category $QGr(R) := Gr(R)/Tors(R)$ is
equivalent to $QGr(R_\Delta)$ where $R_\Delta$ is a diagonal-like
sub-$\mathbb{Z}$-algebra of $R$. Afterwards we use this result to prove that
the $\mathbb{Z}^2$-algebras as introduced in [arXiv:1607.08383] are
QGr-equivalent to a diagonal-like sub-$\mathbb{Z}$-algebra which is a
simultaneous noncommutative blow-up of a quadratic and a cubic Sklyanin
algebra. As such we link the noncommutative birational transformation and the
associated $\mathbb{Z}^2$-algebras as appearing in the work of Van den Bergh
and Presotto with the noncommutative blowups appearing in the work of Rogalski,
Sierra and Stafford.
"
21114,Deep Convolutional Neural Networks for Anomaly Event Classification on Distributed Systems,"  The increasing popularity of server usage has brought a plenty of anomaly log
events, which have threatened a vast collection of machines. Recognizing and
categorizing the anomalous events thereby is a much salient work for our
systems, especially the ones generate the massive amount of data and harness it
for technology value creation and business development. To assist in focusing
on the classification and the prediction of anomaly events, and gaining
critical insights from system event records, we propose a novel log
preprocessing method which is very effective to filter abundant information and
retain critical characteristics. Additionally, a competitive approach for
automated classification of anomalous events detected from the distributed
system logs with the state-of-the-art deep (Convolutional Neural Network)
architectures is proposed in this paper. We measure a series of deep CNN
algorithms with varied hyper-parameter combinations by using standard
evaluation metrics, the results of our study reveals the advantages and
potential capabilities of the proposed deep CNN models for anomaly event
classification tasks on real-world systems. The optimal classification
precision of our approach is 98.14%, which surpasses the popular traditional
machine learning methods.
"
21115,Group-sparse block PCA and explained variance,"  The paper addresses the simultneous determination of goup-sparse loadings by
block optimization, and the correlated problem of defining explained variance
for a set of non orthogonal components. We give in both cases a comprehensive
mathematical presentation of the problem, which leads to propose i) a new
formulation/algorithm for group-sparse block PCA and ii) a framework for the
definition of explained variance with the analysis of five definitions. The
numerical results i) confirm the superiority of block optimization over
deflation for the determination of group-sparse loadings, and the importance of
group information when available, and ii) show that ranking of algorithms
according to explained variance is essentially independant of the definition of
explained variance. These results lead to propose a new optimal variance as the
definition of choice for explained variance.
"
21116,Multi-Frequency Phase Synchronization,"  We propose a novel formulation for phase synchronization -- the statistical
problem of jointly estimating alignment angles from noisy pairwise comparisons
-- as a nonconvex optimization problem that enforces consistency among the
pairwise comparisons in multiple frequency channels. Inspired by harmonic
retrieval in signal processing, we develop a simple yet efficient two-stage
algorithm that leverages the multi-frequency information. We demonstrate in
theory and practice that the proposed algorithm significantly outperforms
state-of-the-art phase synchronization algorithms, at a mild computational
costs incurred by using the extra frequency channels. We also extend our
algorithmic framework to general synchronization problems over compact Lie
groups.
"
21117,A Bennequin-type inequality and combinatorial bounds,"  In this paper we provide a new Bennequin-type inequality for the Rasmussen-
Beliakova-Wehrli invariant, featuring the numerical transverse braid invariants
(the c-invariants) introduced by the author. From the Bennequin
type-inequality, and a combinatorial bound on the value of the c-invariants, we
deduce a new computable bound on the Rasmussen invariant.
"
21118,Thermal field theory of bosonic gases with finite-range effective interaction,"  We study a dilute and ultracold Bose gas of interacting atoms by using an
effective field theory which takes account finite-range effects of the
inter-atomic potential. Within the formalism of functional integration from the
grand canonical partition function we derive beyond-mean-field analytical
results which depend on both scattering length and effective range of the
interaction. In particular, we calculate the equation of state of the bosonic
system as a function of these interaction parameters both at zero and finite
temperature including one-loop Gaussian fluctuation. In the case of zero-range
effective interaction we explicitly show that, due to quantum fluctuations, the
bosonic system is thermodynamically stable only for very small values of the
gas parameter. We find that a positive effective range above a critical
threshold is necessary to remove the thermodynamical instability of the uniform
configuration. Remarkably, also for relatively large values of the gas
parameter, our finite-range results are in quite good agreement with recent
zero-temperature Monte Carlo calculations obtained with hard-sphere bosons.
"
21119,LtFi: Cross-technology Communication for RRM between LTE-U and IEEE 802.11,"  Cross-technology communication (CTC) was proposed in recent literature as a
way to exploit the opportunities of collaboration between heterogeneous
wireless technologies. This paper presents LtFi, a system which enables to
set-up a CTC between nodes of co-located LTE-U and WiFi networks. LtFi follows
a two-step approach: using the air-interface LTE-U BSs are broadcasting
connection and identification data to adjacent WiFi nodes, which is used to
create a bi-directional control channel over the wired Internet. This way LtFi
enables the development of advanced cross-technology interference and radio
resource management schemes between heterogeneous WiFi and LTE-U networks.
LtFi is of low complexity and fully compliant with LTE-U technology and works
on WiFi side with COTS hardware. It was prototypically implemented and
evaluated. Experimental results reveal that LtFi is able to reliably decoded
the data transmitted over the LtFi air-interface in a crowded wireless
environment at even very low LTE-U receive power levels of -92dBm. Moreover,
results from system-level simulations show that LtFi is able to accurately
estimate the set of interfering LTE-U BSs in a typical LTE-U multi-cell
environment.
"
21120,Multi-step Off-policy Learning Without Importance Sampling Ratios,"  To estimate the value functions of policies from exploratory data, most
model-free off-policy algorithms rely on importance sampling, where the use of
importance sampling ratios often leads to estimates with severe variance. It is
thus desirable to learn off-policy without using the ratios. However, such an
algorithm does not exist for multi-step learning with function approximation.
In this paper, we introduce the first such algorithm based on
temporal-difference (TD) learning updates. We show that an explicit use of
importance sampling ratios can be eliminated by varying the amount of
bootstrapping in TD updates in an action-dependent manner. Our new algorithm
achieves stability using a two-timescale gradient-based TD update. A prior
algorithm based on lookup table representation called Tree Backup can also be
retrieved using action-dependent bootstrapping, becoming a special case of our
algorithm. In two challenging off-policy tasks, we demonstrate that our
algorithm is stable, effectively avoids the large variance issue, and can
perform substantially better than its state-of-the-art counterpart.
"
21121,Atomic Ferris wheel beams,"  We study the generation of atom vortex beams in the case where an atomic
wave-packet, moving in free space, is diffracted from a properly tailored light
mask with a spiral transverse profile. We show how such a diffraction scheme
could lead to the production of an atomic Ferris wheel beam.
"
21122,On the Limits of Learning Representations with Label-Based Supervision,"  Advances in neural network based classifiers have transformed automatic
feature learning from a pipe dream of stronger AI to a routine and expected
property of practical systems. Since the emergence of AlexNet every winning
submission of the ImageNet challenge has employed end-to-end representation
learning, and due to the utility of good representations for transfer learning,
representation learning has become as an important and distinct task from
supervised learning. At present, this distinction is inconsequential, as
supervised methods are state-of-the-art in learning transferable
representations. But recent work has shown that generative models can also be
powerful agents of representation learning. Will the representations learned
from these generative methods ever rival the quality of those from their
supervised competitors? In this work, we argue in the affirmative, that from an
information theoretic perspective, generative models have greater potential for
representation learning. Based on several experimentally validated assumptions,
we show that supervised learning is upper bounded in its capacity for
representation learning in ways that certain generative models, such as
Generative Adversarial Networks (GANs) are not. We hope that our analysis will
provide a rigorous motivation for further exploration of generative
representation learning.
"
21123,Coset space construction and inverse Higgs phenomenon for the conformal group,"  It is shown that conformally invariant theories can be obtained within the
framework of the coset space construction. The corresponding technique is
applicable for the construction of representations of the unbroken conformal
group, as well as of a spontaneously broken one. A special role of the
""Nambu-Goldstone fields"" for special conformal transformations is clarified -
they ensure self-consistency of a theory by guaranteeing that discrete
symmetries are indeed symmetries of the theory. A generalization of the
developed construction to a special class of symmetry groups with a non-linear
realization of its discrete elements is given. Based on these results, the
usage of the inverse Higgs constraints for the conformal group undergoing
spontaneous symmetry breaking is questioned.
"
21124,"A spatial predictive model for Malaria resurgence in central Greece integrating entomological, environmental and Social data","  Malaria constitutes an important cause of human mortality. After 2009 Greece
experienced a resurgence of malaria. Here, we develop a modelbased framework
that integrates entomological, geographical, social and environmental evidence
in order to guide the mosquito control efforts and apply this framework to data
from an entomological survey study conducted in Central Greece. Our results
indicate that malaria transmission risk in Greece is potentially substantial.
In addition, specific districts such as seaside, lakeside and rice field
regions appear to represent potential malaria hotspots in Central Greece. We
found that appropriate maps depicting the basic reproduction number, R0 , are
useful tools for informing policy makers on the risk of malaria resurgence and
can serve as a guide to inform recommendations regarding control measures.
"
21125,Large-scale analysis of user exposure to online advertising in Facebook,"  Online advertising is the major source of income for a large portion of
Internet Services. There exists a body of literature aiming at optimizing ads
engagement, understanding the privacy and ethical implications of online
advertising, etc. However, to the best of our knowledge, no previous work
analyses at large scale the exposure of real users to online advertising. This
paper performs a comprehensive analysis of the exposure of users to ads and
advertisers using a dataset including more than 7M ads from 140K unique
advertisers delivered to more than 5K users that was collected between October
2016 and May 2018. The study focuses on Facebook, which is the second largest
advertising platform only to Google in terms of revenue, and accounts for more
than 2.2B monthly active users. Our analysis reveals that Facebook users are
exposed (in median) to 70 ads per week, which come from 12 advertisers. Ads
represent between 10% and 15% of all the information received in users'
newsfeed. A small increment of 1% in the portion of ads in the newsfeed could
roughly represent a revenue increase of 8.17M USD per week for Facebook.
Finally, we also reveal that Facebook users are overprofiled since in the best
case only 22.76% of the interests Facebook assigns to users for advertising
purpose are actually related to the ads those users receive.
"
